index,SMILE,fr_ester,EState_VSA5,PEOE_VSA11,fr_ketone,fr_ketone_Topliss,VSA_EState5,EState_VSA6,EState_VSA4,PEOE_VSA2,SlogP_VSA5,GWP
78,C(C(F)(F)F)C(F)(F)F,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,6.4208216229260096,3.939019776
79,C(C(F)(F)F)Cl,0,0.0,0.0,0,0,-1.2569444444444442,0.0,0.0,0.0,0.0,2.588831726
80,C(C(F)(F)F)F,0,0.0,6.674590972274908,0,0,0.0,0.0,0.0,0.0,0.0,3.184691431
81,C(C(F)(F)F)O,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1.552668216
82,C(C(F)(F)F)OC(C(F)(F)F)(F)F,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,3.017033339
83,C(C(F)(F)F)OC(C(F)F)(F)F,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2.991226076
84,C(C(F)(F)F)OC(F)(F)F,0,0.0,6.606881964512918,0,0,0.0,0.0,0.0,4.736862953800049,0.0,3.041392685
85,C(C(F)(F)F)OC(F)F,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2.943494516
86,C(C(F)(F)F)OC=O,0,0.0,6.606881964512918,0,0,0.0,0.0,0.0,4.794537184071822,0.0,1.738780558
87,C(C(F)(F)F)OCC(F)(F)F,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1.387389826
88,C(C(F)Cl)(F)Cl,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2.086359831
89,C(C(F)Cl)Cl,0,0.0,5.630857217554624,0,0,-0.12345679012345667,0.0,0.0,0.0,0.0,1.668385917
90,C(C(F)F)(C(F)(F)F)F,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,3.176091259
91,C(C(F)F)(C(F)F)F,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2.40654018
92,C(C(F)F)(F)F,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,3.100370545
93,C(C(F)F)(OC(F)(F)F)F,0,0.0,0.0,0,0,0.0,0.0,0.0,4.736862953800049,0.0,3.100370545
94,C(C(F)F)C(F)(F)F,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,6.4208216229260096,2.983175072
95,C(C(F)F)F,0,0.0,6.674590972274908,0,0,0.0,0.0,0.0,0.0,0.0,2.561101384
96,C(C(F)F)O,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.790988475
97,C(C(F)F)OC(C(F)(F)F)(F)F,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2.983626287
98,C(C(F)F)OC(C(F)F)(F)F,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2.919601024
99,C(C(F)F)OC(F)(F)F,0,0.0,0.0,0,0,0.0,0.0,0.0,4.736862953800049,0.0,2.970346876
100,C(C(OC(C(F)(F)F)(F)F)(F)F)(F)F,0,0.0,0.0,0,0,0.0,4.736862953800049,0.0,0.0,0.0,3.57634135
101,C(C(OC(F)(F)F)(F)F)(C(F)(F)F)F,0,0.0,0.0,0,0,0.0,4.736862953800049,0.0,0.0,0.0,3.64246452
102,C(C=O)C(F)(F)F,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,6.4208216229260096,-1.602059991
103,C(CBr)Br,0,0.0,0.0,0,0,0.0,0.0,10.660179294122853,0.0,0.0,0.008600172
104,C(CC(F)(F)F)CO,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,12.841643245852019,-1.30980392
105,C(CCl)Cl,0,0.0,0.0,0,0,1.1141975308641978,0.0,0.0,0.0,0.0,0.113943352
106,C(CF)F,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1.33243846
107,C(CF)O,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,-0.27572413
108,C(Cl)(Cl)(Cl)Cl,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,3.342422681
109,C(Cl)(Cl)Cl,0,0.0,4.2954515122943855,0,0,0.0,0.0,0.0,0.0,0.0,1.31386722
110,C(Cl)Br,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.675778342
111,C(CO)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,0,0.0,0.0,0,0,-27.735133219954648,0.0,0.0,0.0,6.4208216229260096,-0.273272791
112,C(CO)C(F)(F)F,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,6.4208216229260096,-0.207608311
113,C(CO)C(F)(F)F,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,6.4208216229260096,-0.207608311
114,C(F)(Cl)(Cl)Cl,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,3.794488047
115,C(F)(Cl)Cl,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2.204119983
116,C(F)(F)(Br)Br,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2.334453751
117,C(F)(F)(Cl)Br,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,3.285557309
118,C(F)(F)(Cl)Cl,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,4.096910013
119,C(F)(F)(F)Br,0,15.929943897949348,0.0,0,0,0.0,0.0,0.0,0.0,0.0,3.857332496
120,C(F)(F)(F)Cl,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,4.209515015
121,C(F)(F)(F)F,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,3.868056362
122,C(F)(F)(F)S(F)(F)(F)(F)F,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,4.267171728
123,C(F)(F)Br,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2.579783597
124,C(F)(F)Cl,0,0.0,0.0,0,0,-2.6944444444444446,0.0,0.0,0.0,0.0,3.292256071
125,C(F)(F)F,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,4.164352856
126,C(F)F,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2.887054378
127,C(OC(C(F)(F)F)C(F)(F)F)F,0,0.0,6.860651313861816,0,0,0.0,0.0,0.0,0.0,0.0,2.290034611
128,C(OC(C(OC(C(OC(C(OC(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0,9.473725907600098,0.0,0,0,0.0,0.0,0.0,9.473725907600098,0.0,3.728353782
129,C(OC(C(OC(C(OC(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0,0.0,0.0,0,0,0.0,4.736862953800049,0.0,9.473725907600098,0.0,3.758154622
130,C(OC(C(OC(OC(F)F)(F)F)(F)F)(F)F)(F)F,0,0.0,0.0,0,0,0.0,0.0,0.0,4.736862953800049,0.0,3.507855872
131,C(OC(F)(F)F)(F)F,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,4.155336037
132,C(OC(F)F)(F)F,0,0.0,0.0,0,0,0.0,0.0,0.0,4.736862953800049,0.0,3.821513528
133,C=C(C(F)(F)F)C(F)(F)F,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,-0.42365865
134,C=C(C(F)(F)F)F,0,0.0,5.826873879418166,0,0,-2.2569444444444438,0.0,0.0,0.0,0.0,-0.300162274
135,C=C(F)F,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,-1.283996656
136,C=CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0,0.0,0.0,0,0,-36.725576814058954,0.0,0.0,0.0,0.0,-0.790484985
137,C=CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,0,0.0,0.0,0,0,-19.079652777777778,0.0,0.0,0.0,0.0,-0.690369833
138,C=CC(C(C(F)(F)F)(F)F)(F)F,0,0.0,0.0,0,0,-11.340277777777779,0.0,0.0,0.0,0.0,-0.628932138
139,C=CC(C(F)(F)F)(F)F,0,0.0,0.0,0,0,-4.756944444444445,0.0,0.0,0.0,0.0,-0.739928612
140,C=CC(F)(F)F,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,-0.583359493
141,C=CCOC(=O)C(F)(F)F,1,0.0,0.0,0,0,-2.1875925925925923,0.0,6.076020106833881,0.0,0.0,-2.15490196
142,C=CF,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,-1.619788758
143,C=COC(=O)C(F)(F)F,1,0.0,0.0,0,0,-2.252314814814815,0.0,0.0,0.0,0.0,-2.096910013
144,C=COCC(F)(F)F,0,0.0,6.606881964512918,0,0,0.0,0.0,6.26208044842079,0.0,0.0,-1.236572006
145,CBr,0,0.0,0.0,0,0,1.8125,0.0,0.0,0.0,0.0,0.385606274
146,CC(=O)C(F)(F)F,0,0.0,0.0,1,1,-1.756944444444444,0.0,0.0,4.794537184071822,6.923737199690624,-1.045757491
147,CC(C(F)(F)F)(F)F,0,0.0,0.0,0,0,-4.5625,0.0,0.0,0.0,6.923737199690624,3.658011397
148,CC(C)(F)F,0,0.0,0.0,0,0,-2.5,0.0,13.847474399381248,0.0,13.847474399381248,2.777426822
149,CC(C)Br,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,13.847474399381248,-0.899629455
150,CC(C)Cl,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,13.847474399381248,-0.742321425
151,CC(CC(F)(F)F)(F)F,0,0.0,0.0,0,0,-3.640625,0.0,0.0,0.0,13.344558822616634,2.960946196
152,CC(Cl)(Cl)Cl,0,6.923737199690624,3.792535935529771,0,0,0.0,0.0,0.0,0.0,6.923737199690624,2.206825876
153,CC(F)(F)Cl,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,6.923737199690624,3.361727836
154,CC(F)(F)F,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,6.923737199690624,3.764176132
155,CC(F)F,0,0.0,0.0,0,0,0.0,0.0,6.923737199690624,0.0,6.923737199690624,2.214843848
156,CCBr,0,0.0,0.0,0,0,0.0,0.0,5.330089647061427,0.0,6.923737199690624,-0.312471039
157,CCC(=O)C(F)(F)F,0,6.923737199690624,0.0,1,1,-1.6689814814814812,0.0,0.0,4.794537184071822,13.344558822616634,-1.022276395
158,CCC(F)(F)F,0,0.0,0.0,0,0,0.0,0.0,6.923737199690624,0.0,13.344558822616634,1.873901598
159,CCCBr,0,6.4208216229260096,0.0,0,0,0.0,0.0,5.330089647061427,0.0,13.344558822616634,-1.283996656
160,CCCCCl,0,6.4208216229260096,0.0,0,0,0.8159722222222223,0.0,12.300825067896348,0.0,19.765380445542643,-2.15490196
161,CCCl,0,0.0,0.0,0,0,0.7222222222222223,0.0,5.880003444970339,0.0,6.923737199690624,-0.317854924
162,CCF,0,6.923737199690624,0.0,0,0,0.0,0.0,0.0,4.39041504767482,6.923737199690624,0.684845362
163,CCl,0,6.3829190217349545,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.743509765
164,CCOC(=O)C(F)(F)F,1,6.923737199690624,0.0,0,0,-2.1342592592592586,0.0,0.0,0.0,6.923737199690624,0.198657087
165,CCOC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,0,0.0,0.0,0,0,-13.576458333333335,0.0,6.923737199690624,0.0,6.923737199690624,1.783188691
166,CCOC(C(C(F)(F)F)(C(F)(F)F)F)(F)F,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,6.923737199690624,1.53529412
167,CCOC(C(C(F)(F)F)F)(F)F,0,0.0,0.0,0,0,0.0,0.0,6.923737199690624,0.0,6.923737199690624,1.421603927
168,CCOC(C(F)F)(F)F,0,6.923737199690624,0.0,0,0,0.0,0.0,0.0,0.0,6.923737199690624,1.096910013
169,CCOC(F)(F)F,0,6.923737199690624,0.0,0,0,0.0,0.0,0.0,4.736862953800049,6.923737199690624,1.465382851
170,CF,0,0.0,0.0,0,0,0.0,0.0,0.0,4.39041504767482,0.0,2.130333768
171,COC(=O)C(F)(F)F,1,0.0,0.0,0,0,-2.168981481481481,0.0,0.0,0.0,0.0,1.915399835
172,COC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,0,0.0,0.0,0,0,-13.576875000000001,0.0,0.0,0.0,0.0,2.7355989
173,COC(C(C(F)(F)F)(C(F)(F)F)F)(C(C(F)(F)F)(F)F)F,0,0.0,0.0,0,0,-14.593958333333335,0.0,0.0,0.0,0.0,2.607455023
174,COC(C(C(F)(F)F)(C(F)(F)F)F)(F)F,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2.640481437
175,COC(C(C(F)(F)F)(F)F)(F)F,0,0.0,0.0,0,0,-6.171875,0.0,0.0,0.0,0.0,2.760422483
176,COC(C(C(F)(F)F)F)(F)F,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2.421603927
177,COC(C(C(F)F)(F)F)(F)F,0,0.0,0.0,0,0,-5.442708333333333,0.0,0.0,0.0,0.0,2.442479769
178,COC(C(F)(F)F)(C(F)(F)F)F,0,0.0,0.0,0,0,-5.583333333333334,0.0,0.0,0.0,0.0,2.593286067
179,COC(C(F)(F)F)(F)F,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2.873320602
180,COC(C(F)(F)F)C(F)(F)F,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.910090546
181,COC(C(F)Cl)(F)F,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2.133538908
182,COC(C(OC(C(OC(C(OC)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0,0.0,0.0,0,0,0.0,9.473725907600098,0.0,0.0,0.0,2.340444115
183,COC(F)(F)F,0,0.0,0.0,0,0,0.0,0.0,0.0,4.736862953800049,0.0,2.789580712
184,COCC(C(F)(F)F)(F)F,0,0.0,0.0,0,0,-4.734375,0.0,7.109797541277533,0.0,0.0,0.204119983
185,COCC(C(F)F)(F)F,0,0.0,0.0,0,0,-4.005208333333333,0.0,7.109797541277533,0.0,0.0,0.225309282
186,COCC(F)(F)F,0,0.0,0.0,0,0,0.0,0.0,7.109797541277533,0.0,0.0,0.31386722
187,FC(F)(F)C(OC(F)F)C(F)(F)F,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,3.482873584
188,FC(F)(OC(F)F)C(F)(F)OC(F)F,0,0.0,0.0,0,0,0.0,0.0,0.0,9.473725907600098,0.0,3.521138084
189,FC(F)(OC)C(F)(F)OC,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2.305351369
190,FC(F)OC,0,0.0,0.0,0,0,0.0,0.0,7.109797541277533,0.0,0.0,2.133538908
191,FS(F)(F)(F)(F)F,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,4.401400541
192,N(F)(F)F,0,0.0,5.566282138301096,0,0,0.0,0.0,0.0,0.0,0.0,4.240549248
193,O=COC(F)(F)C(F)(F)F,0,0.0,0.0,0,0,0.0,0.0,0.0,4.794537184071822,0.0,2.775974331
194,O=S(=O)(F)F,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,3.665580991
195,OCCF,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,-0.27572413
