,PLD,LCD,ASA,Density,VF,site,ratio,T,Y,Y_pred
26,26.72274,27.03934,938.129,0.43331,0.7788,2,1.0,231,0.3342500680098246,0.36263855174183846
27,28.12837,28.45277,1204.98,0.431664,0.779,2,1.0,296,0.2493297543305846,0.26202907972037787
28,24.73971,24.93045,1065.6,0.447461,0.7648,0,0.0,231,1.6036283801520428,1.7330811768770216
29,23.17957,23.42106,1096.61,0.451638,0.7674,2,0.5,231,0.587953664814298,0.5769260451197624
30,18.89046,19.40621,1143.59,0.486953,0.7482,1,0.5,111,1.8177090823231636,1.6177263855934143
31,26.33635,27.10766,1082.75,0.440527,0.7832,0,0.0,296,1.278709125375525,1.341104991734028
32,13.59415,14.00374,1293.82,0.703963,0.6544,1,0.5,296,0.3656048158639508,0.365146603435278
33,9.28044,9.64438,2087.49,0.501059,0.7342,1,0.5,231,0.6617036268039572,0.7142870184034109
34,19.61827,20.37076,1103.39,0.569843,0.7314,1,1.0,231,1.1198688014230265,0.9713568091392517
35,29.53662,30.00226,1144.0,0.456346,0.7662,0,0.0,111,4.053814391029167,4.014378070831299
36,19.53162,20.0968,1457.45,0.379951,0.8,0,0.0,296,1.6000663390831567,1.5860060006380083
37,7.40055,8.10864,1327.25,0.876767,0.5454,1,0.5,231,0.3007193547646968,0.3391400016844272
38,15.24391,15.51822,1167.96,0.784279,0.6644,0,0.0,231,1.0717525890110609,1.0196978747844698
39,25.07403,25.43054,985.864,0.489931,0.7496,2,1.0,231,0.5842592752583292,0.5057160258293152
40,9.882,10.41104,1368.84,0.736052,0.6136,1,1.0,296,0.1823377724272994,0.19614337384700772
41,9.54835,10.51587,1333.68,0.775313,0.6258,1,1.0,231,0.2944865845099619,0.2970436811447143
42,7.44904,8.45071,1952.56,0.782241,0.657,0,0.0,231,1.3734780716005024,1.265014916658402
43,18.23621,18.71444,1194.39,0.525343,0.7254,1,1.0,296,0.3438789127801282,0.35610861331224436
44,20.37253,20.90007,1204.87,0.412557,0.7766,1,0.5,231,0.814440916408275,0.8354205340147018
45,7.69661,9.59781,1994.79,0.61793,0.6798,0,0.0,111,2.8952439849949796,3.189897298812866
46,31.74327,32.06594,908.832,0.375704,0.8182,1,1.0,231,0.7498103378385188,0.773298978805542
47,9.33741,10.1699,1262.17,0.840886,0.5684,2,0.5,296,0.22820470044808083,0.1710922531783581
48,23.14027,23.38856,1021.74,0.631381,0.6778,2,0.5,296,0.26887934621417126,0.28792440891265875
49,4.96192,5.82992,1100.38,1.05784,0.4806,1,1.0,231,0.11104153518519899,0.1066670194268226
50,16.54998,16.79344,1214.01,0.600893,0.6872,1,0.5,296,0.4323848974229613,0.3969303406774997
51,18.03346,18.33212,1123.89,0.614475,0.7156,1,0.5,231,1.0039994647314872,0.9610379859805107
52,18.85461,19.54346,1267.62,0.429701,0.7844,2,1.0,296,0.2995987905823857,0.31324248388409615
53,9.22101,11.52735,1941.58,0.280825,0.8644,1,1.0,111,1.6892434860142451,2.0639536380767822
54,9.24781,9.80223,1393.32,0.72702,0.6284,2,1.0,296,0.13118981582891312,0.11607633531093597
55,32.78879,32.93058,874.708,0.344509,0.8282,2,1.0,296,0.4101456818189165,0.4123456515371799
56,15.52394,16.10591,1273.93,0.54026,0.7242,1,0.5,296,0.5278638930461919,0.4961787015199661
57,16.95169,17.45576,1202.97,0.624446,0.703,1,0.5,111,1.289250475226328,1.2912876605987553
58,7.77666,8.24295,1555.61,0.710445,0.6306,1,1.0,231,0.2545258240362098,0.24931698665022844
59,9.83484,10.54691,1393.62,0.923775,0.6158,0,0.0,231,0.8591899658347831,0.8087004870176315
60,15.91733,25.09536,1226.91,0.189809,0.907,0,0.0,296,3.5385328399665323,3.3940212279558177
61,18.77561,21.68941,1084.43,0.154825,0.9158,2,0.5,231,1.4148711340503048,1.423519626259804
62,26.5873,26.93593,1047.31,0.432618,0.7942,2,1.0,296,0.275400112843889,0.27160913683474064
63,18.85461,19.54346,1267.62,0.429701,0.7844,2,1.0,231,0.41639724520445565,0.43348219245672226
64,25.27526,25.44012,1026.11,0.494729,0.7702,0,0.0,111,3.9753918810676168,3.879344642162323
65,19.54583,19.70949,1083.93,0.54873,0.717,0,0.0,231,1.3174337673180012,1.3328805863857267
66,16.67598,16.96215,1211.27,0.59928,0.703,2,1.0,296,0.19054870511395788,0.1547188758850098
67,19.81649,20.13351,1127.92,0.621325,0.7144,0,0.0,111,3.2545096133030604,3.1163587570190425
68,16.32411,16.82653,1333.19,0.589894,0.712,2,1.0,296,0.2485697223961642,0.2694608457386493
69,13.59415,14.00374,1293.82,0.703963,0.6544,0,0.0,296,0.7624082844651298,0.7707990147173405
70,27.38591,27.62491,1195.12,0.568196,0.733,2,0.5,231,0.5810571888269103,0.5431657806038857
71,9.51566,10.3157,1613.49,0.569717,0.7152,0,0.0,111,3.480197272970358,3.354026913642883
72,19.20747,19.47383,1209.1,0.49874,0.763,1,0.5,111,1.3691678809588037,1.4426475167274475
73,9.97459,10.52532,1225.34,0.755695,0.614,1,1.0,296,0.16583777944101913,0.18709375150501734
74,27.91513,28.07793,996.221,0.404815,0.7868,1,1.0,111,1.2264759937024805,1.130406320095062
75,17.65467,17.9725,1280.39,0.585226,0.708,0,0.0,111,3.2659052631459904,3.2180588841438293
76,18.62581,21.79419,1088.15,0.166713,0.9158,2,0.5,296,0.9921239643578904,1.0392152294516563
77,18.51026,18.88525,1081.83,0.571047,0.704,2,1.0,296,0.2185464467268759,0.23103297315537932
78,11.97962,12.64216,1554.06,0.58135,0.6942,1,1.0,296,0.2995583294672802,0.29106807708740234
79,13.87891,14.29827,1202.09,0.839477,0.6314,2,1.0,111,0.5217978012763527,0.6132490336894991
80,32.11596,32.47108,890.204,0.342964,0.8296,1,0.5,231,0.8483807837929779,1.0258743613958359
81,23.794,24.0517,1064.95,0.423158,0.7884,2,1.0,111,0.5607470883491348,0.5363191962242126
82,10.68891,12.55381,1885.68,0.318408,0.8354,2,0.5,111,1.612169381506454,1.5667295455932617
83,19.37121,19.91137,1150.37,0.499114,0.7542,2,1.0,296,0.21680154622807601,0.22126483544707304
84,16.43413,16.84676,1213.59,0.721957,0.6856,0,0.0,296,0.8382840384205812,0.8403490073978901
85,15.93025,16.1939,1195.31,0.560088,0.7004,1,1.0,231,0.3584196762348195,0.382957361638546
86,5.09152,6.81787,2019.61,0.647199,0.6498,1,1.0,231,0.2005903984733318,0.28290122002363205
87,12.48125,12.94086,1198.01,0.727503,0.6322,1,1.0,296,0.312002652232109,0.2990781180560589
88,32.9942,33.26526,989.633,0.280503,0.859,2,1.0,111,0.48232039543843386,0.510516881942749
89,17.90942,18.38658,1153.06,0.597476,0.6992,2,1.0,111,0.2244526399038675,0.32876789569854736
90,27.00362,27.19606,1013.49,0.398703,0.8136,1,1.0,296,0.411332847071172,0.4365261550992728
91,21.36217,27.08752,917.077,0.111027,0.943,0,0.0,296,5.8298920393917975,5.937197893857956
92,20.60651,20.84428,1171.16,0.461651,0.7704,1,1.0,111,0.9848859842080954,0.9302142262458801
93,23.42567,23.85134,989.523,0.578754,0.7558,2,0.5,111,1.3979540714627907,1.3679293394088747
94,31.74327,32.06594,908.832,0.375704,0.8182,2,0.5,296,0.5445102828404433,0.5081621557474136
95,23.80375,24.29879,1224.12,0.499289,0.7452,1,1.0,231,0.4205569467390313,0.4710327982902527
96,14.95702,16.31818,1235.42,0.612782,0.699,2,1.0,231,0.302944102383608,0.3079074770212174
97,27.23734,27.7321,1015.88,0.382264,0.8042,1,0.5,231,1.0168709800195912,0.9751666486263273
98,16.14796,16.30386,1000.43,0.779671,0.5738,0,0.0,296,0.5403516560993638,0.4622151479125023
99,7.03285,7.34862,1106.14,0.93972,0.504,1,0.5,111,0.11352354938298631,0.3431516289710998
100,22.95345,23.17673,1048.87,0.639122,0.677,1,0.5,296,0.388708019197258,0.3923395089805126
101,22.36852,23.30635,1266.37,0.377397,0.8178,1,0.5,111,1.689143042539507,1.8950102925300603
102,32.00589,32.19264,923.621,0.350349,0.8084,2,1.0,111,0.44715632735628297,0.5018093287944794
103,32.5236,32.95889,1066.59,0.467079,0.7424,1,1.0,231,0.4091921866212843,0.4500914439558983
104,8.88235,9.46666,1555.03,0.685648,0.6466,0,0.0,296,0.660761847142052,0.8011643700301647
105,21.90998,22.16218,1119.95,0.457913,0.773,0,0.0,111,4.444672332614461,4.2703383564949045
106,22.91272,23.16777,1077.82,0.477578,0.7536,0,0.0,111,3.8308279514844426,4.036296367645263
107,13.26382,13.82111,1431.1,0.601986,0.6842,1,0.5,231,0.4840218110788608,0.570520207285881
108,7.77666,8.24295,1555.61,0.710445,0.6306,2,0.5,231,0.208645739324921,0.24209067411720753
109,26.65274,27.10282,997.663,0.436575,0.7954,2,1.0,296,0.380047523555364,0.3745233342051506
110,25.28196,25.54078,1023.62,0.439066,0.7832,2,0.5,111,1.0700511569897593,1.1057030558586118
111,9.45147,9.97004,1388.39,0.772312,0.5982,1,0.5,231,0.4255713877316108,0.4221809208393097
112,3.80617,4.70093,490.044,1.06275,0.4538,0,0.0,231,0.4711637446390506,0.38869668543338776
113,27.99736,28.2318,980.14,0.4159,0.7848,1,0.5,111,1.9233034669938591,1.7929913401603699
114,20.71633,22.75045,1055.32,0.14665,0.9284,2,0.5,111,2.8941363826826336,2.9408664107322697
115,27.06543,27.27431,1029.65,0.455449,0.7902,1,0.5,231,0.9125570541402932,0.9106270745396614
116,6.85059,8.77775,1657.04,0.727662,0.6144,0,0.0,231,1.1585324483080568,1.0305808857083316
117,12.83279,13.92801,1592.62,0.549285,0.7154,1,0.5,111,1.5285215269871917,1.4920530319213872
118,22.67011,22.84724,1146.64,0.470824,0.7566,0,0.0,296,1.1715865850582585,1.1758868470788006
119,16.76115,16.93456,1220.29,0.58249,0.7134,2,0.5,231,0.3770055088515093,0.38536468148231506
120,29.94364,30.48528,956.286,0.396969,0.811,2,0.5,111,1.5054137890612216,1.327192306518555
121,32.11243,32.45322,887.837,0.34838,0.8298,2,0.5,296,0.4714946938425707,0.48365484178066254
122,39.61516,39.76837,747.749,0.378002,0.8206,1,1.0,231,0.9932546945590258,0.9511011987924574
123,18.74076,19.17221,1242.07,0.544121,0.7396,2,1.0,296,0.19706991142215707,0.20518646016716954
124,25.28196,25.54078,1023.62,0.439066,0.7832,1,1.0,231,0.6472845028403102,0.6422940194606781
125,28.84089,29.04188,926.399,0.489055,0.7692,1,1.0,231,0.653167790676693,0.6832012087106705
126,23.09195,23.32085,1073.87,0.572608,0.7408,2,1.0,231,0.282642402190423,0.3674902990460396
127,33.15813,33.39228,1044.54,0.48924,0.7506,2,1.0,111,0.5931569345161123,0.5626446008682251
128,37.25852,37.49493,822.304,0.317271,0.838,2,1.0,296,0.28841906591170985,0.2844134109909647
129,31.89966,32.18576,956.833,0.370163,0.8092,1,1.0,111,1.1874147061019444,1.1188243031501774
130,22.01679,31.65411,899.168,0.14459,0.9324,0,0.0,111,13.54945409314475,14.567403674125675
131,29.94364,30.48528,956.286,0.396969,0.811,1,1.0,231,0.7656092729103103,0.7710825055837631
132,11.71874,11.9102,955.865,0.9442,0.481,0,0.0,231,0.5372763472202658,0.47051331400871277
133,14.33331,15.19423,1210.74,0.647484,0.6856,0,0.0,296,0.8437945440269631,0.8571004308760166
134,7.79301,8.62342,2000.94,0.585175,0.686,1,1.0,296,0.2391955035628181,0.24294867739081377
135,19.35941,19.67816,1166.2,0.49422,0.736,1,1.0,231,0.4432115747075098,0.5195941030979156
136,25.94421,26.15729,1031.59,0.418042,0.7798,1,1.0,231,0.6087389390895404,0.6043486893177032
137,20.59511,21.12963,1170.87,0.499172,0.7494,2,1.0,111,0.3314399000824612,0.4127350747585296
138,14.95702,16.31818,1235.42,0.612782,0.699,2,0.5,111,0.9655349792647911,0.7990489006042478
139,30.09488,30.41767,1069.89,0.519823,0.7428,0,0.0,231,1.4518510908398945,1.4171831309795375
140,11.73659,12.21412,1394.02,0.615116,0.684,1,1.0,296,0.3457783298482706,0.3145150542259216
141,37.25852,37.49493,822.304,0.317271,0.838,1,0.5,296,0.7402039722146404,0.7273244336247444
142,16.61245,17.07801,1432.84,0.725586,0.6332,2,1.0,111,0.43661836640239254,0.41753518581390375
143,25.03846,25.23873,1171.91,0.533736,0.7422,0,0.0,231,1.4819231589855044,1.3880700618028639
144,17.13909,17.55621,1277.2,0.566808,0.7238,1,0.5,111,1.0667542059691042,1.3876828551292417
145,6.42832,7.50136,1612.82,0.748783,0.6086,1,1.0,111,0.15051411035339596,0.2988361120223999
146,20.77157,21.46285,1109.96,0.51835,0.7376,2,1.0,296,0.2619194274145602,0.26129464991390705
147,14.95702,16.31818,1235.42,0.612782,0.699,1,0.5,111,1.4866798490699187,1.1873726248741154
148,13.83528,16.47075,1903.39,0.311547,0.8334,2,1.0,296,0.3626180319343473,0.3941616602241993
149,23.42838,23.61725,1082.63,0.441747,0.764,2,1.0,231,0.38889088817389406,0.358968697488308
150,33.40283,33.61063,880.354,0.35895,0.8038,2,1.0,111,0.5063669017084454,0.5412558317184448
151,21.72748,22.11926,1258.58,0.474077,0.7382,1,1.0,296,0.4597957074108309,0.42899318411946297
152,26.72274,27.03934,938.129,0.43331,0.7788,2,0.5,111,0.7789639450104477,1.0787970125675206
153,16.9312,17.23409,1189.06,0.579918,0.7006,1,0.5,296,0.4063743841609488,0.3841933272778988
154,14.70511,15.41679,1283.08,0.552143,0.7238,0,0.0,296,0.9689415284239672,0.9348333850502968
155,25.20703,25.76358,1023.64,0.428492,0.7918,1,1.0,296,0.41096327872732286,0.40567569807171816
156,4.3236,4.93646,752.706,1.10037,0.4766,2,1.0,231,0.12328607758240831,0.041478320956230164
157,22.01679,31.65411,899.168,0.14459,0.9324,0,0.0,231,6.099735991408279,6.741305947303773
158,4.43705,5.7244,1312.31,0.938079,0.5444,0,0.0,231,0.8605468240384969,0.6487041264772415
159,20.59511,21.12963,1170.87,0.499172,0.7494,2,0.5,231,0.5045013606957004,0.5256254523992538
160,19.98784,20.3924,1099.29,0.600086,0.7212,0,0.0,296,0.9739670525224354,0.9676750414073472
161,29.94364,30.48528,956.286,0.396969,0.811,1,1.0,296,0.5972825116689924,0.572197288274765
162,19.85391,20.33709,1131.73,0.565472,0.7148,2,1.0,296,0.13538363822919858,0.16826716810464856
163,5.72195,10.04139,2268.91,0.519987,0.7302,2,0.5,111,0.8881891581226702,0.8728966116905212
164,9.24025,10.06892,2316.11,0.474191,0.7466,2,1.0,111,0.7463832837812887,0.46172344684600874
165,28.43869,29.05122,975.006,0.376184,0.8074,1,1.0,111,0.8352564658355933,0.8966418504714961
166,14.44539,14.68024,1416.22,0.544172,0.7084,2,0.5,111,0.3607806613545124,0.6090676486492153
167,17.13909,17.55621,1277.2,0.566808,0.7238,1,0.5,231,0.5874195318125989,0.6740744672715664
168,31.02221,31.22738,1069.07,0.51396,0.7444,0,0.0,296,1.0532506323713953,0.9768811464309697
169,29.50842,29.82144,959.622,0.370317,0.8182,2,1.0,111,0.5202794857978246,0.4816910326480866
170,39.61516,39.76837,747.749,0.378002,0.8206,0,0.0,231,2.167724239576756,2.1881865262985225
171,17.011,17.20752,1184.3,0.586624,0.7242,0,0.0,296,0.9030341353359539,0.9116788804531097
172,15.96228,16.487,1256.84,0.516154,0.7254,1,0.5,231,0.8269307079891295,0.7484333589673042
173,11.71874,11.9102,955.865,0.9442,0.481,1,0.5,111,0.40425862293481285,0.4995553195476532
174,14.87802,15.12574,1204.4,0.604869,0.6848,0,0.0,111,3.0609606057248455,3.1703937053680424
175,16.10278,16.9014,1232.69,0.555457,0.719,0,0.0,296,0.9736050063216949,0.9506949484348295
176,24.73971,24.93045,1065.6,0.447461,0.7648,2,0.5,111,1.0952227552687166,1.0338312685489657
177,13.59415,14.00374,1293.82,0.703963,0.6544,1,0.5,111,0.8080207589234094,0.8523799180984502
178,11.97962,12.64216,1554.06,0.58135,0.6942,0,0.0,231,1.4693657350963283,1.37983313202858
179,16.95169,17.45576,1202.97,0.624446,0.703,1,1.0,111,0.8038912215288379,0.8079671859741213
180,27.45373,27.6721,1120.68,0.495526,0.7562,1,0.5,296,0.5029051269456722,0.5230388324707747
181,6.32317,6.88647,1265.39,0.836176,0.566,2,0.5,231,0.19865436636027128,0.240909181535244
182,15.11254,15.58448,1312.24,0.592438,0.692,1,1.0,296,0.2822267313143631,0.2888034731149674
183,25.28196,25.54078,1023.62,0.439066,0.7832,2,0.5,296,0.4460529080575075,0.4342185780405999
184,23.45936,23.8164,1074.08,0.422491,0.7872,1,1.0,111,0.836547659703406,0.9771077632904053
185,24.14477,24.58257,966.264,0.576825,0.748,1,1.0,296,0.5061463875303969,0.5631485655903816
186,3.92773,4.50341,373.567,1.05224,0.448,1,1.0,296,0.0514373471820746,0.032362284138798714
187,27.99736,28.2318,980.14,0.4159,0.7848,2,0.5,296,0.497015126174263,0.456327922642231
188,33.15813,33.39228,1044.54,0.48924,0.7506,2,0.5,111,1.0937287751574036,1.0292482376098635
189,23.14027,23.38856,1021.74,0.631381,0.6778,1,0.5,231,0.5321717160421627,0.5741097144782543
190,23.23628,23.46204,1049.92,0.463394,0.7716,2,1.0,111,0.4173722012669614,0.5240383446216583
191,9.24025,10.06892,2316.11,0.474191,0.7466,1,0.5,296,0.7589940017830171,0.6724742650985718
192,27.93758,28.19065,985.28,0.39873,0.803,1,0.5,296,0.6633580327940813,0.6885139085352421
193,15.52394,16.10591,1273.93,0.54026,0.7242,0,0.0,296,0.9895200577205004,0.976183354854584
194,14.87502,15.66737,1277.15,0.650611,0.6864,1,0.5,111,1.1041014600723533,1.0668392181396484
195,9.22101,11.52735,1941.58,0.280825,0.8644,1,1.0,296,0.649288859152461,0.6040076091885567
196,11.27082,11.71927,1463.22,0.58915,0.697,2,0.5,231,0.3520259168452134,0.41615779697895044
197,39.65207,39.84009,1004.35,0.375032,0.8098,1,1.0,296,0.35040124887674606,0.3326644040644169
198,31.20029,31.46174,897.885,0.355463,0.8044,0,0.0,111,5.165762283799837,5.190918326377869
199,17.84961,18.82862,1771.96,0.421138,0.8194,2,0.5,231,0.8369110742884813,0.7707417607307434
200,33.78725,33.86917,885.487,0.334821,0.8416,1,1.0,231,0.9712726992400857,0.9013132452964785
201,14.27275,14.54875,1199.58,0.819318,0.6452,2,0.5,296,0.35601652373017445,0.3831101581454277
202,56.24885,56.39856,624.098,0.240713,0.8774,0,0.0,231,3.3241445343588576,3.3093975931406026
203,18.15727,18.36599,1148.83,0.511933,0.7394,0,0.0,296,1.0639510705382134,1.029019445180893
204,8.4371,9.24352,1588.09,0.675273,0.6518,1,1.0,111,0.2769705275761978,0.5078658461570735
205,16.37804,17.30225,1236.99,0.537824,0.7142,2,0.5,231,0.38170999629495117,0.4248339384794235
206,22.67011,22.84724,1146.64,0.470824,0.7566,2,1.0,111,0.5274725619527421,0.4850582778453827
207,25.074,25.37192,1006.81,0.462755,0.7812,1,1.0,111,1.0160339944123793,1.1446003913879395
208,23.73754,24.01167,1026.53,0.489624,0.757,1,1.0,296,0.5310073424723615,0.5503028333187103
209,28.43869,29.05122,975.006,0.376184,0.8074,1,0.5,296,0.5971368752913164,0.6644483581185341
210,17.27548,17.77507,1183.8,0.635435,0.7048,1,1.0,296,0.3825661277389099,0.3743300102651119
211,19.65132,19.95355,1195.14,0.514815,0.7452,1,1.0,111,1.1022529051015328,0.9340496063232424
212,7.13435,7.66374,1542.51,0.879131,0.5546,1,1.0,296,0.2166681014599896,0.19595616124570367
213,47.10105,47.6541,791.498,0.108753,0.9538,2,0.5,231,1.9234063016806826,1.9895428717136383
214,4.43705,5.7244,1312.31,0.938079,0.5444,1,1.0,296,0.1459876164783878,0.12366220355033872
215,22.15473,22.82204,1387.51,0.34437,0.8134,2,1.0,296,0.2939138373073428,0.32082108594477177
216,9.882,10.41104,1368.84,0.736052,0.6136,1,0.5,296,0.31222377885819524,0.2646590955555439
217,33.34342,33.50589,863.479,0.338466,0.811,0,0.0,296,1.6788153631356089,1.5472576245665552
218,21.63807,22.04201,1115.59,0.656409,0.6682,2,1.0,296,0.20214254947522609,0.2974452693015337
219,17.2986,17.84282,1153.09,0.651668,0.7022,1,1.0,231,0.8595534057976909,0.7124558091163635
220,8.65629,9.94867,2081.14,0.383123,0.792,2,0.5,231,0.6873514433641541,0.7283787280321121
221,5.66415,6.16039,877.867,1.01261,0.4652,1,1.0,296,0.052641067975130296,0.04444430582225323
222,3.92773,4.50341,373.567,1.05224,0.448,0,0.0,231,0.4638576411535314,0.3874815851449967
223,25.8208,26.20869,1016.12,0.414676,0.7936,1,1.0,111,0.6988641734444255,0.9131685495376587
224,9.882,10.41104,1368.84,0.736052,0.6136,0,0.0,111,1.908859880488938,2.2411363720893864
225,15.93025,16.1939,1195.31,0.560088,0.7004,1,0.5,231,0.5696081960474342,0.5592763498425484
226,17.011,17.20752,1184.3,0.586624,0.7242,1,0.5,231,0.6938688359153863,0.7112834379076958
227,21.91682,22.52009,1134.73,0.47916,0.7552,2,1.0,231,0.3204081165572217,0.31601422280073166
228,23.87566,24.12468,1030.42,0.589136,0.7264,1,1.0,111,0.8888202065108447,1.1280481219291687
229,9.65292,11.85478,1407.05,0.734271,0.6368,0,0.0,111,2.1426721004421854,2.3614054322242732
230,37.53631,37.71892,771.974,0.379974,0.8236,2,1.0,296,0.4756487451932978,0.5307462438941002
231,13.88005,15.08539,1273.17,0.717263,0.6706,2,0.5,296,0.3506392590231347,0.3281529396772385
232,20.71954,21.21011,1027.61,0.660181,0.6872,2,0.5,231,0.5564555653045506,0.550624392926693
233,23.80375,24.29879,1224.12,0.499289,0.7452,0,0.0,231,1.6234083643249508,1.535627156496048
234,10.68891,12.55381,1885.68,0.318408,0.8354,2,0.5,296,0.5621450552335284,0.56047198548913
235,15.11119,15.39085,1304.91,0.614819,0.6872,2,1.0,111,0.20002564971591397,0.23602887988090515
236,23.30385,28.33414,840.476,0.102727,0.9496,1,0.5,231,4.0830271374397595,3.8830197006464005
237,9.882,10.41104,1368.84,0.736052,0.6136,0,0.0,296,0.6875567189833767,0.699367105960846
238,18.6803,23.771,952.384,0.117976,0.9402,1,1.0,231,1.54255778246887,1.4315285831689835
239,25.21067,25.46093,1061.57,0.41144,0.7752,2,0.5,111,0.7907984161300928,0.9220579266548152
240,26.59966,26.90278,1008.01,0.462854,0.7896,1,0.5,231,1.0346110337574708,0.9847192913293836
241,22.96511,23.22902,1038.38,0.572732,0.714,1,1.0,296,0.3124689517269191,0.3579802447929978
242,21.72748,22.11926,1258.58,0.474077,0.7382,1,0.5,231,0.8208022917284666,0.7566836029291153
243,14.27275,14.54875,1199.58,0.819318,0.6452,1,0.5,111,1.3736832461109407,1.1689409017562864
244,28.43869,29.05122,975.006,0.376184,0.8074,1,1.0,231,0.5338693300743587,0.5527661666274071
245,19.19279,19.56512,1116.33,0.575613,0.7146,0,0.0,296,0.9357940011174134,0.8834936283528805
246,16.23775,16.39396,1316.95,0.608142,0.6862,2,0.5,231,0.5053950576648425,0.459880992770195
247,11.48904,11.89015,1374.53,0.733937,0.6524,2,0.5,296,0.2697372024689262,0.2787390947341919
248,39.61516,39.76837,747.749,0.378002,0.8206,2,0.5,296,0.7231000108161814,0.6477189809083939
249,13.89447,14.16961,1360.37,0.659957,0.659,2,0.5,296,0.2444461391828549,0.23516884446144098
250,25.94421,26.15729,1031.59,0.418042,0.7798,0,0.0,296,1.3789736388494238,1.3997311815619466
251,13.89447,14.16961,1360.37,0.659957,0.659,1,0.5,111,0.7613411450436074,0.8107391595840452
252,21.91682,22.52009,1134.73,0.47916,0.7552,2,0.5,111,0.7877722992215909,0.9303856790065768
253,19.99848,20.81425,1252.67,0.581995,0.7214,1,1.0,231,0.473401415475151,0.5539405569434166
254,22.07529,22.64298,1105.81,0.480058,0.758,2,1.0,111,0.3567809037672203,0.5344911515712738
255,19.11156,19.7302,1121.03,0.585485,0.7264,1,1.0,231,0.6850104420375163,0.6768373176455498
256,11.27082,11.71927,1463.22,0.58915,0.697,2,1.0,231,0.2575623420061727,0.24057215824723244
257,16.76115,16.93456,1220.29,0.58249,0.7134,1,0.5,111,0.9254325400641327,1.0885000824928284
258,28.15568,28.50367,974.175,0.371696,0.799,2,1.0,231,0.3905690326985456,0.4320643022656441
259,9.34537,9.74473,1465.22,0.683572,0.6482,1,0.5,296,0.3900010657943644,0.3355700112879276
260,29.40064,29.64785,1116.34,0.542251,0.7386,0,0.0,231,1.494147053747997,1.448642611503601
261,19.78,20.10637,1220.15,0.543702,0.7066,2,1.0,296,0.1963642999128949,0.16550764814019203
262,18.42074,18.86672,1552.51,0.568392,0.7346,0,0.0,231,1.6562225191406204,1.5504306778311734
263,22.15473,22.82204,1387.51,0.34437,0.8134,1,0.5,296,0.7200222071625306,0.7967034205794334
264,3.47396,5.48955,1557.72,1.04285,0.5672,0,0.0,231,0.7623337742988179,0.6884289383888245
265,19.50737,19.91002,1196.27,0.501763,0.7518,1,0.5,296,0.4772281017874104,0.5125485174357891
