,PLD,LCD,ASA,Density,VF,site,ratio,T,Y,Y_pred
117,12.83279,13.92801,1592.62,0.549285,0.7154,1,0.5,111,19.635017153607148,19.45398187637329
118,22.67011,22.84724,1146.64,0.470824,0.7566,0,0.0,296,5.549234188303572,5.442496716976167
119,16.76115,16.93456,1220.29,0.58249,0.7134,2,0.5,231,11.501002433160718,10.768876552581787
120,29.94364,30.48528,956.286,0.396969,0.811,2,0.5,111,18.099410624642868,18.366332530975345
121,32.11243,32.45322,887.837,0.34838,0.8298,2,0.5,296,7.410192364857144,7.588777601718903
122,39.61516,39.76837,747.749,0.378002,0.8206,1,1.0,231,9.47232705135714,9.801889777183533
123,18.74076,19.17221,1242.07,0.544121,0.7396,2,1.0,296,9.028129373133929,8.971651673316952
124,25.28196,25.54078,1023.62,0.439066,0.7832,1,1.0,231,10.516939964553572,10.078167915344233
125,28.84089,29.04188,926.399,0.489055,0.7692,1,1.0,231,9.936355434928572,9.762416124343877
126,23.09195,23.32085,1073.87,0.572608,0.7408,2,1.0,231,10.033314294544637,10.233106374740604
127,33.15813,33.39228,1044.54,0.48924,0.7506,2,1.0,111,15.46770901328571,15.4305534362793
128,37.25852,37.49493,822.304,0.317271,0.838,2,1.0,296,8.285280045258931,8.166328728199005
129,31.89966,32.18576,956.833,0.370163,0.8092,1,1.0,111,18.193179693205362,17.8646297454834
130,22.01679,31.65411,899.168,0.14459,0.9324,0,0.0,111,23.240835176785716,23.19938230514526
131,29.94364,30.48528,956.286,0.396969,0.811,1,1.0,231,9.054237265035718,9.445592403411867
132,11.71874,11.9102,955.865,0.9442,0.481,0,0.0,231,5.067656803392858,5.349000558257103
133,14.33331,15.19423,1210.74,0.647484,0.6856,0,0.0,296,5.475892916249999,5.000150799751281
134,7.79301,8.62342,2000.94,0.585175,0.686,1,1.0,296,6.731813262946429,7.178340315818787
135,19.35941,19.67816,1166.2,0.49422,0.736,1,1.0,231,11.016084902232146,11.25997400283814
136,25.94421,26.15729,1031.59,0.418042,0.7798,1,1.0,231,9.367652113419645,10.136543989181522
137,20.59511,21.12963,1170.87,0.499172,0.7494,2,1.0,111,12.639301482982141,13.61455345153809
138,14.95702,16.31818,1235.42,0.612782,0.699,2,0.5,111,18.537176012955353,17.16043663024902
139,30.09488,30.41767,1069.89,0.519823,0.7428,0,0.0,231,7.6185594566071435,7.646206498146057
140,11.73659,12.21412,1394.02,0.615116,0.684,1,1.0,296,7.837672959375,7.839724183082581
141,37.25852,37.49493,822.304,0.317271,0.838,1,0.5,296,7.1074908210625,7.006309270858765
142,16.61245,17.07801,1432.84,0.725586,0.6332,2,1.0,111,12.017498376258933,11.099705696105957
143,25.03846,25.23873,1171.91,0.533736,0.7422,0,0.0,231,7.987749883928572,7.758648216724396
144,17.13909,17.55621,1277.2,0.566808,0.7238,1,0.5,111,17.95411544903572,17.30403327941895
145,6.42832,7.50136,1612.82,0.748783,0.6086,1,1.0,111,6.940904438160722,8.448514938354492
146,20.77157,21.46285,1109.96,0.51835,0.7376,2,1.0,296,7.290160951544642,6.928826093673706
147,14.95702,16.31818,1235.42,0.612782,0.699,1,0.5,111,19.00101674504464,19.050239562988278
148,13.83528,16.47075,1903.39,0.311547,0.8334,2,1.0,296,9.705506371080354,9.546265602111816
149,23.42838,23.61725,1082.63,0.441747,0.764,2,1.0,231,10.756659276276789,10.341118097305298
150,33.40283,33.61063,880.354,0.35895,0.8038,2,1.0,111,15.145465171116069,15.148920059204102
151,21.72748,22.11926,1258.58,0.474077,0.7382,1,1.0,296,6.939723717133928,6.784850776195526
152,26.72274,27.03934,938.129,0.43331,0.7788,2,0.5,111,16.63208166394643,17.33036994934082
153,16.9312,17.23409,1189.06,0.579918,0.7006,1,0.5,296,7.193865809633929,7.099615752696991
154,14.70511,15.41679,1283.08,0.552143,0.7238,0,0.0,296,5.369919901517857,5.164247989654541
155,25.20703,25.76358,1023.64,0.428492,0.7918,1,1.0,296,8.857948360812502,8.73412024974823
156,4.3236,4.93646,752.706,1.10037,0.4766,2,1.0,231,6.034004822285715,5.021147012710571
157,22.01679,31.65411,899.168,0.14459,0.9324,0,0.0,231,9.405969465982146,9.005882680416107
158,4.43705,5.7244,1312.31,0.938079,0.5444,0,0.0,231,8.10073046160714,7.012801885604858
159,20.59511,21.12963,1170.87,0.499172,0.7494,2,0.5,231,10.816125253517855,10.375825405120848
160,19.98784,20.3924,1099.29,0.600086,0.7212,0,0.0,296,5.866573660625002,5.59307587146759
161,29.94364,30.48528,956.286,0.396969,0.811,1,1.0,296,7.040748775535715,7.002824783325195
162,19.85391,20.33709,1131.73,0.565472,0.7148,2,1.0,296,7.673338412776786,7.5174201130867
163,5.72195,10.04139,2268.91,0.519987,0.7302,2,0.5,111,17.66235359985715,16.854116439819332
164,9.24025,10.06892,2316.11,0.474191,0.7466,2,1.0,111,16.39245705683036,15.110289573669432
165,28.43869,29.05122,975.006,0.376184,0.8074,1,1.0,111,17.27989540750893,17.189289093017578
166,14.44539,14.68024,1416.22,0.544172,0.7084,2,0.5,111,13.253459996062501,14.358182907104489
167,17.13909,17.55621,1277.2,0.566808,0.7238,1,0.5,231,9.73746626791964,9.82676684856415
168,31.02221,31.22738,1069.07,0.51396,0.7444,0,0.0,296,5.438525441696429,5.567354738712311
169,29.50842,29.82144,959.622,0.370317,0.8182,2,1.0,111,15.549601944491071,16.14822006225586
170,39.61516,39.76837,747.749,0.378002,0.8206,0,0.0,231,8.339759410982143,8.477274000644684
171,17.011,17.20752,1184.3,0.586624,0.7242,0,0.0,296,5.313176914107142,5.235315471887588
172,15.96228,16.487,1256.84,0.516154,0.7254,1,0.5,231,8.299426914785714,8.715535938739777
173,11.71874,11.9102,955.865,0.9442,0.481,1,0.5,111,10.821674662526787,10.997015953063968
174,14.87802,15.12574,1204.4,0.604869,0.6848,0,0.0,111,19.199835530357145,19.719769716262814
175,16.10278,16.9014,1232.69,0.555457,0.719,0,0.0,296,5.428395818839287,5.614997565746307
176,24.73971,24.93045,1065.6,0.447461,0.7648,2,0.5,111,16.426697679982144,16.692233562469486
177,13.59415,14.00374,1293.82,0.703963,0.6544,1,0.5,111,15.90380155303572,15.43455410003662
178,11.97962,12.64216,1554.06,0.58135,0.6942,0,0.0,231,8.626241784017859,8.267153441905975
179,16.95169,17.45576,1202.97,0.624446,0.703,1,1.0,111,17.23172171522322,16.18440818786621
180,27.45373,27.6721,1120.68,0.495526,0.7562,1,0.5,296,6.802514733276786,6.691617667675018
181,6.32317,6.88647,1265.39,0.836176,0.566,2,0.5,231,7.191588564866072,6.75960373878479
182,15.11254,15.58448,1312.24,0.592438,0.692,1,1.0,296,10.343695510473214,9.634343624114988
183,25.28196,25.54078,1023.62,0.439066,0.7832,2,0.5,296,7.220449187982143,7.106405019760132
184,23.45936,23.8164,1074.08,0.422491,0.7872,1,1.0,111,17.28438725645536,16.86912536621094
185,24.14477,24.58257,966.264,0.576825,0.748,1,1.0,296,6.55237868557143,6.698146849870682
186,3.92773,4.50341,373.567,1.05224,0.448,1,1.0,296,2.9845781402946425,2.925459563732147
187,27.99736,28.2318,980.14,0.4159,0.7848,2,0.5,296,7.124510371705358,6.690656363964081
188,33.15813,33.39228,1044.54,0.48924,0.7506,2,0.5,111,17.07214246999108,16.66214752197266
189,23.14027,23.38856,1021.74,0.631381,0.6778,1,0.5,231,6.146545884169644,6.2634881138801575
190,23.23628,23.46204,1049.92,0.463394,0.7716,2,1.0,111,13.85378829688393,15.375377655029299
191,9.24025,10.06892,2316.11,0.474191,0.7466,1,0.5,296,6.822034291607144,7.053582489490509
192,27.93758,28.19065,985.28,0.39873,0.803,1,0.5,296,7.288136484946428,7.328915297985077
193,15.52394,16.10591,1273.93,0.54026,0.7242,0,0.0,296,5.367156827410715,5.203172713518143
194,14.87502,15.66737,1277.15,0.650611,0.6864,1,0.5,111,14.87342214058928,15.88124656677246
195,9.22101,11.52735,1941.58,0.280825,0.8644,1,1.0,296,9.531642413964287,9.804984211921692
196,11.27082,11.71927,1463.22,0.58915,0.697,2,0.5,231,7.241811354687501,8.183146715164185
197,39.65207,39.84009,1004.35,0.375032,0.8098,1,1.0,296,8.510619622633929,8.528712689876556
198,31.20029,31.46174,897.885,0.355463,0.8044,0,0.0,111,19.476500441071433,19.936520338058468
199,17.84961,18.82862,1771.96,0.421138,0.8194,2,0.5,231,9.979176448008927,10.19566655158997
200,33.78725,33.86917,885.487,0.334821,0.8416,1,1.0,231,10.565744749660714,11.27830338478088
201,14.27275,14.54875,1199.58,0.819318,0.6452,2,0.5,296,6.1100408423035715,6.150862157344818
202,56.24885,56.39856,624.098,0.240713,0.8774,0,0.0,231,8.252539039821428,8.398134618997574
203,18.15727,18.36599,1148.83,0.511933,0.7394,0,0.0,296,5.472807015982143,5.553066074848175
204,8.4371,9.24352,1588.09,0.675273,0.6518,1,1.0,111,10.435857790223206,10.958272933959961
205,16.37804,17.30225,1236.99,0.537824,0.7142,2,0.5,231,10.949725877839288,11.085581064224238
206,22.67011,22.84724,1146.64,0.470824,0.7566,2,1.0,111,14.99862270263393,14.342472076416009
207,25.074,25.37192,1006.81,0.462755,0.7812,1,1.0,111,17.555516177625,18.18042945861816
208,23.73754,24.01167,1026.53,0.489624,0.757,1,1.0,296,6.15833954875893,6.900712702423334
209,28.43869,29.05122,975.006,0.376184,0.8074,1,0.5,296,7.220676991776786,7.364685475826263
210,17.27548,17.77507,1183.8,0.635435,0.7048,1,1.0,296,7.818290955116072,7.492778182029724
211,19.65132,19.95355,1195.14,0.514815,0.7452,1,1.0,111,17.515546070562493,16.994946479797367
212,7.13435,7.66374,1542.51,0.879131,0.5546,1,1.0,296,6.834631546232143,5.593474745750427
213,47.10105,47.6541,791.498,0.108753,0.9538,2,0.5,231,9.839806537312501,10.315742194652556
214,4.43705,5.7244,1312.31,0.938079,0.5444,1,1.0,296,7.273378931982142,6.49377977848053
215,22.15473,22.82204,1387.51,0.34437,0.8134,2,1.0,296,9.0378984573125,8.85279655456543
216,9.882,10.41104,1368.84,0.736052,0.6136,1,0.5,296,6.487648371919642,6.176524341106415
217,33.34342,33.50589,863.479,0.338466,0.811,0,0.0,296,5.749632112321429,5.7161756455898285
218,21.63807,22.04201,1115.59,0.656409,0.6682,2,1.0,296,5.755325047848215,6.321933686733246
219,17.2986,17.84282,1153.09,0.651668,0.7022,1,1.0,231,9.68952528823214,9.607289314270021
220,8.65629,9.94867,2081.14,0.383123,0.792,2,0.5,231,14.415459407080363,14.415095567703244
221,5.66415,6.16039,877.867,1.01261,0.4652,1,1.0,296,3.3860589067410714,3.1062700748443595
222,3.92773,4.50341,373.567,1.05224,0.448,0,0.0,231,4.8738653844642865,4.487647593021393
223,25.8208,26.20869,1016.12,0.414676,0.7936,1,1.0,111,15.858904916580352,16.250764846801758
224,9.882,10.41104,1368.84,0.736052,0.6136,0,0.0,111,14.570551447321428,15.050753593444824
225,15.93025,16.1939,1195.31,0.560088,0.7004,1,0.5,231,9.156727172151788,8.75717186927795
226,17.011,17.20752,1184.3,0.586624,0.7242,1,0.5,231,8.35306042114286,8.77146428823471
227,21.91682,22.52009,1134.73,0.47916,0.7552,2,1.0,231,11.633500481008927,10.977235078811646
228,23.87566,24.12468,1030.42,0.589136,0.7264,1,1.0,111,17.518973974116076,17.270546913146976
229,9.65292,11.85478,1407.05,0.734271,0.6368,0,0.0,111,16.33110052678571,17.767800331115726
230,37.53631,37.71892,771.974,0.379974,0.8236,2,1.0,296,7.707503343696429,7.674177587032318
231,13.88005,15.08539,1273.17,0.717263,0.6706,2,0.5,296,7.217097410232143,7.133425772190094
232,20.71954,21.21011,1027.61,0.660181,0.6872,2,0.5,231,8.876263470098214,9.01310575008392
233,23.80375,24.29879,1224.12,0.499289,0.7452,0,0.0,231,8.198600752946428,8.260425806045532
234,10.68891,12.55381,1885.68,0.318408,0.8354,2,0.5,296,7.962830098562501,7.716221392154694
235,15.11119,15.39085,1304.91,0.614819,0.6872,2,1.0,111,10.579048081616069,10.70838737487793
236,23.30385,28.33414,840.476,0.102727,0.9496,1,0.5,231,9.438272242383928,9.734105587005619
237,9.882,10.41104,1368.84,0.736052,0.6136,0,0.0,296,5.0643126064285715,4.948207676410676
238,18.6803,23.771,952.384,0.117976,0.9402,1,1.0,231,10.81570482776786,11.16096264123917
239,25.21067,25.46093,1061.57,0.41144,0.7752,2,0.5,111,16.70966867739286,17.48916339874267
240,26.59966,26.90278,1008.01,0.462854,0.7896,1,0.5,231,8.782132088419644,8.906393229961395
241,22.96511,23.22902,1038.38,0.572732,0.714,1,1.0,296,6.708752743339287,6.714764058589935
242,21.72748,22.11926,1258.58,0.474077,0.7382,1,0.5,231,8.180072703526786,8.3672536611557
243,14.27275,14.54875,1199.58,0.819318,0.6452,1,0.5,111,17.76845072603571,17.623284816741947
244,28.43869,29.05122,975.006,0.376184,0.8074,1,1.0,231,10.906829708455362,10.724027633666989
245,19.19279,19.56512,1116.33,0.575613,0.7146,0,0.0,296,5.404507421607143,5.566110849380493
246,16.23775,16.39396,1316.95,0.608142,0.6862,2,0.5,231,9.727543892116078,9.900632262229921
247,11.48904,11.89015,1374.53,0.733937,0.6524,2,0.5,296,8.293282080919644,6.408845067024231
248,39.61516,39.76837,747.749,0.378002,0.8206,2,0.5,296,6.867402086116072,6.845178425312042
249,13.89447,14.16961,1360.37,0.659957,0.659,2,0.5,296,7.42664484344643,7.287091970443726
250,25.94421,26.15729,1031.59,0.418042,0.7798,0,0.0,296,5.81323722357143,5.639088064432144
251,13.89447,14.16961,1360.37,0.659957,0.659,1,0.5,111,14.31469124829464,14.283949851989739
252,21.91682,22.52009,1134.73,0.47916,0.7552,2,0.5,111,16.41195780048215,16.72016143798828
253,19.99848,20.81425,1252.67,0.581995,0.7214,1,1.0,231,11.076257751026786,10.442127943038939
254,22.07529,22.64298,1105.81,0.480058,0.758,2,1.0,111,12.52912314583035,14.66100406646728
255,19.11156,19.7302,1121.03,0.585485,0.7264,1,1.0,231,10.382143565758927,10.089917182922358
256,11.27082,11.71927,1463.22,0.58915,0.697,2,1.0,231,9.078549916928573,8.633612632751463
257,16.76115,16.93456,1220.29,0.58249,0.7134,1,0.5,111,17.07621039761607,16.075822830200202
258,28.15568,28.50367,974.175,0.371696,0.799,2,1.0,231,10.320209789821428,10.838605880737301
259,9.34537,9.74473,1465.22,0.683572,0.6482,1,0.5,296,8.697267398410716,7.806079149246216
260,29.40064,29.64785,1116.34,0.542251,0.7386,0,0.0,231,8.183142821250001,8.160941064357758
261,19.78,20.10637,1220.15,0.543702,0.7066,2,1.0,296,9.590530300616072,9.494161725044254
262,18.42074,18.86672,1552.51,0.568392,0.7346,0,0.0,231,9.530682686428573,9.077758908271786
263,22.15473,22.82204,1387.51,0.34437,0.8134,1,0.5,296,7.422759903455358,7.7370728850364685
264,3.47396,5.48955,1557.72,1.04285,0.5672,0,0.0,231,7.966458586339285,7.459165513515472
265,19.50737,19.91002,1196.27,0.501763,0.7518,1,0.5,296,7.136631791080357,7.280776530504227
266,18.23621,18.71444,1194.39,0.525343,0.7254,2,1.0,231,11.45008127558036,11.498278141021732
267,22.32117,23.00191,1133.19,0.494127,0.7524,1,1.0,231,10.01360913507143,10.023333907127377
268,11.73659,12.21412,1394.02,0.615116,0.684,2,1.0,111,13.044008967125011,10.95039653778077
269,24.14477,24.58257,966.264,0.576825,0.748,0,0.0,296,5.722256204464286,5.570611745119095
270,19.37121,19.91137,1150.37,0.499114,0.7542,2,1.0,111,13.3964868865625,13.84598350524903
271,30.87029,31.02732,820.62,0.506384,0.7606,0,0.0,296,5.473307173571429,5.203645467758179
272,17.011,17.20752,1184.3,0.586624,0.7242,1,1.0,296,6.348545959232143,7.0815629959106445
273,15.07837,15.46332,1275.2,0.650434,0.6656,2,0.5,296,7.0128280478839295,7.088598549365997
274,9.49622,10.16022,1362.6,0.776504,0.5998,2,0.5,296,7.571448744285715,7.235188245773315
