Name,henry
DOYBEA_FSR,4.26E-06
DUKYIT_FSR,3.12E-06
DUMXEQ01_FSR,0.000615567
DUTJUZ_FSR,8.73E-06
EBATUY_freeONLY,0.000163685
EBEMII_FSR,0.00111134
EBEXEQ01_FSR,0.000142057
EBIVAO_FSR,3.56E-06
ECAHUN_FSR,5.60E-06
EDADIX_freeONLY,2.10E-05
EDUVOO_freeONLY,2.85E-06
EFIYEZ_FSR,9.88E-06
EJIBOQ_FSR,1.24E-06
EKUDIX01_FSR,0.000157921
EMAMIQ_FSR,2.69E-05
EMIVAY_FSR,1.60E-05
EPEXUT_FSR,8.63E-05
ESARUN_FSR,8.81E-05
ESIFIX_FSR,1.70E-06
ESUSOC01_FSR,3.68E-06
EWALUK_FSR,4.35E-06
EWESIJ_FSR,3.17E-05
EXEQAA_freeONLY,4.83E-06
EXOTUH_SL,7.03E-05
EXUHEM_FSR,8.16E-05
EYIYES_FSR,0.00105104
EYOQAL_FSR,0.000372822
EZEQEH_FSR,0.000199594
FAHPOV_freeONLY,2.62E-06
FANPAO_FSR,0.000250958
FARFOU_freeONLY,2.40E-05
FATLUJ_FSR,6.01E-05
FAVGAN_FSR,0.000392507
FAYPIG_freeONLY,1.45E-05
FAZPED_FSR,3.14E-06
FEDBEX_FSR,0.000671319
FIHLEP_FSR,0.000121588
FIPXEJ_FSR,0.00324795
FIQYOU_FSR,1.03E-05
FIRBOX02_FSR,5.21E-05
FISHUL_FSR,0.000384062
FITFIA_FSR,0.000111365
FOFCOU_freeONLY,3.41E-06
FOKWIN_FSR,1.35E-05
FUNBEW_FSR,1.19E-05
FUNGAY_freeONLY,0.00513286
FUQVOF_FSR,2.70E-05
GADCIZ_FSR,1.28E-05
GAWCUF_FSR,0.000100514
GECXUH01_FSR,5.53E-06
GEFZAU_FSR,0.000129313
GELXUS_FSR,0.00875009
GENLAP_FSR,1.31E-06
GISNED_freeONLY,3.46E-06
GITWIQ_freeONLY,2.39E-05
GIVDUL_FSR,0.000245558
GIYTEO_FSR,1.21E-05
GOKBUE_freeONLY,0.00328701
GOVXIA_freeONLY,6.66E-06
GUBFOY_FSR,0.000521712
GULPIN_FSR,0.000162475
GUPBUP_SL,1.04E-06
GUXPOF_freeONLY,8.79E-05
HADMAD01_FSR,2.20E-06
HAFPUB_FSR,2.87E-05
HAJLIO_FSR,0.000119539
HAKSAQ_freeONLY,0.000155596
HAPHUD_freeONLY,0.00118012
HAWYUB_FSR,1.63E-05
HAYYOY_FSR,2.67E-06
HEBZEV_FSR,1.48E-06
HEFVAR_freeONLY,3.07E-05
HEGNUD_freeONLY,0.013585
HEJQAR_FSR,4.79E-07
HIFVUO01_freeONLY,1.48E-06
HIHGEM_manual,11.701
HIKMIY_FSR,0.000378438
HIQVUZ_FSR,9.26E-06
HOBGOV_freeONLY,2.24E-05
HOHHUK_FSR,2.81E-05
HOZDOR_FSR,8.81E-05
HUKSEM_FSR,0.000378558
HUPYUN_FSR,6.52E-06
IBASUB_FSR,0.000371994
IDIWOH01_FSR,2.18E-05
IDOKOE_FSR,0.000432952
IFEHUY_freeONLY,3.68E-05
IGOJAR_FSR,1.30E-05
IGUTUB01_FSR,5.51E-06
IJASOC_freeONLY,0.000423739
IKUHUT_FSR,4.77E-07
IRAYEG_FSR,2.63E-05
IXAJEX_FSR,0.000258846
IXURID_freeONLY,0.000150754
IYICUP_freeONLY,0.0225358
IYUBAG_FSR,0.000121536
IZEWAN_FSR,3.56E-05
JAQQEA_FSR,3.37E-06
JEDQIS_FSR,0.00031542
JODGAM_FSR,6.52E-05
JOQRIS_FSR,4.83E-06
JOXNAN_FSR,1.96E-05
JUYROM_freeONLY,9.64E-05
KALFIO_FSR,0.000705085
KASLUO_FSR,1.24E-05
KAVTEI_freeONLY,3.90E-05
KEHGIO_FSR,5.12E-05
KESMEC_FSR,0.00254658
KEXDUN_FSR,0.000125637
KEYDEZ_FSR,0.000117739
KIKDUF_freeONLY,0.000526634
KINQAB_freeONLY,0.00311125
KITHUR_FSR,1.01E-05
KIVGEC_FSR,2.39E-06
KOBPAV_FSR,0.000330445
KOSKIO_FSR,5.04E-05
KUTNIY_FSR,8.63E-05
LABZIA_FSR,0.000247644
LACJOR_FSR,0.00021806
LADHEF_freeONLY,0.00153476
LADYUN_FSR,0.000105339
LAGHIL_freeONLY,0.000811542
LAZKUU_freeONLY,0.000396898
LECQEQ_FSR,1.17E-05
LEVPAF_freeONLY,7.59E-06
LIFWOO_freeONLY,0.00202058
LIHFAK_FSR,3.89E-06
LIQJEC_FSR,8.12E-06
LITCIC_FSR,0.000182042
LIVFUT_FSR,3.82E-05
LIVZOH_FSR,0.000611161
LIWXIZ_FSR,6.97E-06
LIZSIY_FSR,3.48E-05
LODBAJ_FSR,0.000194466
LOVVAV_FSR,0.000160414
LUFNAC_FSR,3.17E-05
LUFQUZ01_freeONLY,1.07E-05
LURGEL_FSR,1.12E-05
LUSJAL_FSR,0.000280955
LUTKIW_FSR,2.47E-05
MALFUD_freeONLY,0.00222842
MARJEW_FSR,1.32E-05
MARNUR01_FSR,7.52E-05
MAYJOM_freeONLY,3.79E-06
MENGIV_FSR,1.44E-05
MERFEX_FSR,3.39E-06
MICDEJ_FSR,8.58E-06
MIHLEV_freeONLY,0.000501475
MIJBAK01_FSR,2.34E-05
MIJSII_FSR,2.88E-05
MIXYID_freeONLY,0.00705819
MULQOA_FSR,0.000372578
MUMLIR_FSR,2.87E-05
MUMYAW_freeONLY,1.06E-05
MUNPER_freeONLY,2.35E-05
MUVGOA_freeONLY,3.08E-06
NAGQET_freeONLY,1.20E-05
NAHFIO_FSR,0.000989461
NAJTEA_FSR,0.000188009
NEBQOD_FSR,8.80E-05
NEGDAF_FSR,5.83E-07
NEPKUP_FSR,0.0105478
NEYBEZ_FSR,1.21E-05
NEYZAU_freeONLY,0.00125433
NICJOA_FSR,2.07E-07
NIJSAC_FSR,6.52E-05
NIJZIP01_freeONLY,0.000175179
NIRPIQ_FSR,1.75E-05
NIYZIG_freeONLY,1.22E-05
NOZZUZ_FSR,7.22E-05
OBEDEE_freeONLY,0.000183298
OBIHIT_FSR,3.28E-05
ODODES_freeONLY,3.19E-05
OJIWAG_freeONLY,8.42E-05
OKIRIK_FSR,0.000140555
OKIZOZ_FSR,7.54E-06
OKOSUE_FSR,0.000223968
OLAQOJ_FSR,3.82E-05
OLEKUM_manual,3.08E-06
OPOGUW_FSR,1.69E-06
OSIWOD01_FSR,1.33E-06
OTAVAH_freeONLY,7.31E-06
OTECEX_FSR,7.04E-06
OTIQAL_FSR,4.62E-05
OTOZII_FSR,8.61E-05
PACZUQ_freeONLY,0.00176035
PAFMUH_freeONLY,1.24E-05
PAPRUU_FSR,1.34E-05
PATWOY_FSR,2.28E-05
PEHTON_freeONLY,0.0010658
PENNUT_freeONLY,8.07E-05
PEPKUR_freeONLY,4.27E-06
PESSIS_FSR,4.05E-05
PESSUE_FSR,0.000141487
PEZCII_FSR,0.000596807
PIHJOH03_FSR,7.96E-07
POLYEW_FSR,1.01E-05
POSGAH_freeONLY,1.14E-05
PUFYEW_FSR,0.000370535
PUPJEQ_FSR,1.52E-05
QAGDIO_FSR,3.37E-05
QAKWUX_FSR,3.06E-06
QAPZUF_FSR,2.75E-05
QARCET_FSR,0.000141606
QAVZOE_FSR,1.55E-05
QEVKOS_freeONLY,4.11E-05
QEZBUV_FSR,0.0032749
QIPROY_freeONLY,4.45E-06
QITCIF_FSR,1.86E-06
QIWDOR_freeONLY,1.65E-05
QIWSEU_FSR,6.97E-05
QIXNIW_freeONLY,0.000650649
QOBZOX_FSR,5.56E-06
QOMSES_FSR,1.91E-05
QOPZIF_FSR,1.02E-05
QOVSOL_FSR,0.000702851
QOZSIJ_FSR,1.36E-05
QUMFUB_freeONLY,2.85E-05
QUQQID_FSR,2.26E-06
RAQFUL_FSR,2.46E-05
RAXNEK_FSR,1.93E-05
RAYFEE_freeONLY,0.0196939
REBLES_FSR,5.94E-06
RINSUF_FSR,0.000352698
RIPKIM01_FSR,3.30E-06
RIXBEG_FSR,1.04E-05
RIYWED_FSR,0.00232789
ROCZUG_FSR,2.36E-05
RONCAZ_FSR,4.38E-05
ROPWEA_FSR,0.000143325
RUBGUS_freeONLY,2.88E-05
RUFRIV_freeONLY,3.79E-05
RUHDEF_FSR,8.81E-05
RUNXUV_freeONLY,1.66E-06
RUVBOB_freeONLY,6.46E-05
RUWWOW01_FSR,8.03E-06
RUWZOA_freeONLY,0.000236388
SABVOH01_freeONLY,3.23E-06
SADLOA_FSR,2.63E-06
SAMLAV_manual,7.93E-05
SARTAJ_FSR,2.74E-06
SASVOA_FSR,2.66E-05
SEFKUM_FSR,6.23E-06
SEHZUB_freeONLY,0.00820416
SEQGUR_FSR,0.000198514
SERKAC_FSR,1.03E-06
SERZAT_FSR,5.46E-05
SINKUX_FSR,0.00165458
SIPHUV_FSR,0.0128474
SIXFIQ01_FSR,6.03E-06
SOFKOQ_FSR,5.51E-05
SOMJOV_FSR,9.28E-06
SOPLOA_freeONLY,0.00024593
SOVHAM_freeONLY,2.77E-05
SOWCOY01_FSR,0.000435366
SUPLOF_FSR,3.79E-05
SURDOA_FSR,0.000897708
SUWCIY_FSR,3.25E-06
TADYEE_freeONLY,0.000125033
TAHJES_FSR,0.000158966
TAKTEH_FSR,2.05E-05
TEBSAW_freeONLY,6.34E-06
TEQTEQ_FSR,2.06E-06
TEYDOR_FSR,2.52E-06
TITTEY_FSR,0.000644586
TIZBOW_FSR,1.33E-05
TONLOY_freeONLY,0.000701105
TOTVOP_FSR,0.000620155
TOYHIB_FSR,4.62E-06
TUJDEJ_FSR,0.000212915
UDAFOX_FSR,1.14E-05
UDUNAI_FSR,1.12E-06
UFAQEA_FSR,2.22E-05
UFEXIN_freeONLY,0.00814631
UFOBAV_FSR,9.86E-07
UMAQAC_FSR,1.53E-05
UQENIP_FSR,0.000121761
USUBUG_FSR,6.62E-06
UVAROZ_FSR,5.31E-05
UXEHIP_FSR,1.89E-05
UZEBOS01_FSR,0.000167585
VAHQAY_freeONLY,4.87E-05
VAMQUY_FSR,6.57E-07
VASGII_FSR,9.65E-05
VEDGIW_FSR,1.05E-05
VEHPUU_FSR,0.00143905
VEJYIT_FSR,4.29E-06
VEKPOT_FSR,0.00466773
VETTOE_FSR,1.89E-05
VEXVAW_freeONLY,5.97E-06
VIYZAF_FSR,9.25E-06
VORSAY_FSR,0.000731901
VUQJUN_FSR,6.26E-05
VUWWES_FSR,4.50E-07
VUZREQ_FSR,8.43E-07
WAHFUJ01_FSR,5.73E-06
WATYIB_FSR,0.000343581
WECFAN01_FSR,8.81E-06
WEDQED_freeONLY,0.00171641
WEMCAU_FSR,2.70E-05
WEVQIX_freeONLY,8.10E-05
WEXVUQ_FSR,0.00363797
WILHUX_FSR,1.97E-05
WIMYEZ_FSR,4.90E-06
WISVEB_FSR,0.000105572
WIYFAM_freeONLY,4.71E-06
WOBHEB_FSR,1.70E-05
WOFSUH_FSR,5.00E-07
WOHSOB_FSR,3.43E-05
WORSUT_FSR,0.000184188
WOSCIS_FSR,5.37E-05
WOVDES_freeONLY,0.000103878
WUBLUD_FSR,6.00E-07
WUJFIR_FSR,4.81E-07
WUQRUV_FSR,2.04E-06
XAKQOR_freeONLY,8.04E-05
XALTIP_freeONLY,5.22E-06
XEGJOK_FSR,5.11E-06
XEGQOS_FSR,2.08E-06
XEJWUG_FSR,3.13E-05
XEQGEH_FSR,0.00011582
XILVIZ_FSR,2.78E-05
XIXLUO_FSR,2.19E-05
XUDMAL_FSR,3.55E-06
XUFZIJ_FSR,0.000624371
XUVPAH_FSR,4.55E-05
YADNEW_FSR,5.68E-06
YARFII_FSR,3.56E-05
YARSAN_FSR,0.000125554
YAYRIC02_FSR,3.39E-05
YEKXOD_freeONLY,2.52E-06
YIWBEN_freeONLY,4.40E-06
ZAGFOF_FSR,4.75E-05
ZAZBUZ_FSR,1.93E-05
ZECKOJ_freeONLY,7.11E-06
ZEKKIM_FSR,0.00181796
ZEQDUW_FSR,0.00188109
ZESZEE_FSR,1.46E-05
ZIFNUA_FSR,0.000102831
ZIWQII_FSR,1.55E-06
ZOHCEH_FSR,5.48E-06
ZOHQIZ_FSR,0.000190521
ZOMNEW_FSR,0.00143949
ZURQOS_freeONLY,1.24E-05
